date,rainfall_mm,rainfall_3day_avg,rainfall_7day_avg,river_level_m,temperature_c,humidity_pct,wind_speed_kmh,soil_moisture_pct,elevation_m,distance_to_river_km,drainage_quality,flood
2022-01-03,10.42,11.78,10.14,5.17,27.33,69.87,2.22,33.99,10,0.44,1,0
2022-01-04,23.74,17.52,8.72,11.15,27.7,68.39,20.88,34.15,200,0.06,0,0
2022-01-05,18.42,14.31,9.06,7.38,29.06,64.5,12.21,42.31,100,0.76,2,0
2022-01-06,0.77,6.78,9.64,5.01,30.29,63.05,0.26,36.96,20,3.49,2,0
2022-01-07,1.14,3.21,8.72,3.53,26.84,66.65,0.1,38.1,5,1.02,1,0
2022-01-08,7.73,4.71,6.03,7.34,28.81,66.31,3.44,33.37,100,1.07,0,0
2022-01-09,5.25,5.65,6.89,5.66,25.94,62.73,1.55,24.68,100,1.27,2,0
2022-01-10,3.97,4.72,12.45,3.22,29.03,63.53,9.95,25.91,10,2.79,0,0
2022-01-11,4.95,11.11,13.4,6.69,28.81,63.16,10.9,45.78,200,1.31,0,0
2022-01-12,24.41,23.03,17.37,12.68,28.73,66.57,28.46,34.29,200,0.19,1,0
2022-01-13,39.72,23.97,17.45,15.0,26.93,73.65,30.37,33.9,20,0.46,1,0
2022-01-14,7.79,27.67,18.27,4.92,25.43,63.5,10.76,38.54,100,0.42,1,1
2022-01-15,35.48,16.36,18.11,13.78,24.0,78.14,0.06,40.0,20,1.42,0,0
2022-01-16,5.82,17.0,16.82,5.42,26.73,62.97,4.45,40.11,50,0.06,0,0
2022-01-17,9.71,6.46,19.42,5.57,29.9,68.23,7.2,46.64,20,0.67,2,0
2022-01-18,3.84,9.63,20.29,6.68,26.24,60.84,6.92,45.62,10,1.87,1,0
2022-01-19,15.34,25.71,16.17,8.28,28.46,70.49,9.25,32.41,50,0.88,1,1
2022-01-20,57.94,29.05,17.57,15.0,28.6,88.24,32.33,41.87,5,2.46,1,1
2022-01-21,13.88,26.15,16.47,8.07,26.37,76.05,21.65,34.67,50,0.99,0,1
2022-01-22,6.64,12.06,20.62,5.08,29.59,63.73,1.15,37.56,100,7.75,1,0
2022-01-23,15.65,8.09,19.93,8.11,21.17,79.53,3.09,32.5,10,6.73,1,0
2022-01-24,1.97,16.85,12.93,3.65,24.56,62.74,17.9,26.71,20,3.22,1,0
2022-01-25,32.93,15.13,12.84,14.35,25.2,75.4,17.39,34.98,50,6.18,1,0
2022-01-26,10.49,17.46,13.99,7.99,25.42,60.75,3.22,30.82,10,0.46,2,0
2022-01-27,8.95,10.89,11.91,6.52,27.76,57.26,13.12,39.4,100,2.78,1,0
2022-01-28,13.22,12.29,14.09,7.06,27.69,61.65,11.15,34.23,20,0.78,1,0
2022-01-29,14.7,9.68,9.98,7.86,27.92,62.95,6.42,35.53,50,2.58,2,0
2022-01-30,1.12,11.01,11.16,3.86,28.35,62.53,2.25,41.3,10,0.94,2,0
2022-01-31,17.21,7.5,13.59,7.7,25.28,65.98,21.95,28.01,5,0.68,2,0
2022-02-01,4.15,13.38,15.19,5.44,24.77,63.01,11.33,32.45,10,6.38,2,0
2022-02-02,18.77,16.29,14.81,9.68,28.02,75.8,1.85,36.83,5,0.47,1,1
2022-02-03,25.93,23.05,16.23,13.13,25.99,72.53,12.2,38.05,20,2.84,1,0
2022-02-04,24.44,20.81,14.1,12.34,24.14,82.62,13.53,41.16,50,2.25,2,0
2022-02-05,12.06,15.84,16.71,6.3,29.25,60.15,21.79,41.02,5,0.72,1,0
2022-02-06,11.01,8.46,14.7,7.79,30.12,64.75,2.52,36.37,5,1.23,1,0
2022-02-07,2.31,11.91,12.47,3.05,30.47,58.46,44.88,36.5,20,0.31,1,0
2022-02-08,22.4,9.82,9.69,11.05,27.75,75.88,1.67,35.53,100,5.08,1,0
2022-02-09,4.75,12.48,8.28,4.3,28.65,51.18,9.18,25.96,50,6.89,1,0
2022-02-10,10.3,6.69,8.83,5.36,30.17,57.93,10.71,32.75,10,2.64,1,0
2022-02-11,5.02,5.82,8.62,5.34,26.17,61.97,5.43,34.69,100,3.79,0,0
2022-02-12,2.16,7.36,8.38,0.94,29.7,68.83,6.44,35.65,200,0.17,2,0
2022-02-13,14.9,5.96,8.52,5.87,28.05,68.58,22.16,28.79,20,0.97,2,0
2022-02-14,0.84,12.15,7.05,3.54,29.35,53.66,10.36,26.48,50,0.8,1,0
2022-02-15,20.71,9.09,7.87,9.81,27.92,64.37,6.87,31.97,20,1.66,1,0
2022-02-16,5.73,8.82,7.66,4.78,30.17,71.23,1.37,42.9,200,0.41,0,0
2022-02-17,0.0,5.49,6.23,1.61,28.04,56.9,0.07,28.39,50,1.66,0,0
2022-02-18,10.73,3.82,8.74,5.74,24.65,60.65,1.33,39.36,200,2.12,0,0
2022-02-19,0.72,5.43,5.92,4.19,30.55,67.75,31.28,40.29,10,0.28,1,0
2022-02-20,4.85,7.99,9.02,5.65,25.77,67.48,14.44,33.83,20,0.28,0,0
2022-02-21,18.41,8.08,9.02,9.0,30.2,75.58,34.15,30.21,100,0.07,1,0
2022-02-22,0.97,15.6,8.1,5.18,27.54,55.74,0.36,35.8,100,2.86,1,0
2022-02-23,27.43,9.49,10.89,12.2,30.09,66.09,11.4,35.33,50,0.8,2,0
2022-02-24,0.06,10.58,11.01,2.62,30.04,60.69,0.45,30.11,100,0.51,1,0
2022-02-25,4.25,8.19,8.61,4.44,28.65,63.8,15.24,30.15,50,3.01,1,0
2022-02-26,20.26,10.07,9.43,7.89,28.83,71.95,4.8,36.04,50,0.31,2,0
2022-02-27,5.7,9.19,6.19,5.08,28.68,70.24,1.01,37.14,20,1.11,2,0
2022-02-28,1.61,4.67,10.14,5.32,23.84,52.14,8.39,32.44,20,2.73,1,0
2022-03-01,6.7,4.35,10.34,6.33,28.12,67.65,3.29,33.79,20,1.71,1,0
2022-03-02,4.73,13.06,10.78,6.6,25.68,56.88,10.78,37.66,50,1.61,1,0
2022-03-03,27.75,12.7,14.73,11.46,28.28,78.15,10.73,35.03,20,0.34,0,0
2022-03-04,5.64,18.91,15.72,6.81,25.67,60.44,12.21,34.79,10,0.4,1,0
2022-03-05,23.33,20.78,19.92,10.27,25.61,67.6,48.88,34.19,10,1.75,1,0
2022-03-06,33.37,21.74,20.26,15.0,31.22,73.63,4.89,34.24,200,0.05,2,0
2022-03-07,8.53,26.0,23.43,6.03,30.17,57.04,6.26,52.71,5,4.07,1,1
2022-03-08,36.11,17.25,22.82,15.0,28.05,78.26,16.33,38.15,10,0.86,2,0
2022-03-09,7.11,31.04,21.98,7.4,28.45,59.69,8.64,45.62,20,1.08,1,1
2022-03-10,49.9,19.47,18.67,15.0,27.61,88.88,0.38,45.89,20,0.6,1,1
2022-03-11,1.4,22.91,18.5,4.18,29.27,63.9,18.52,36.48,20,4.19,1,0
2022-03-12,17.42,9.68,15.49,10.27,26.8,77.15,0.53,38.04,10,2.06,1,0
2022-03-13,10.21,11.66,17.08,6.4,30.16,66.94,1.87,37.35,10,1.2,0,0
2022-03-14,7.36,10.86,9.96,4.12,27.69,66.28,1.08,25.92,100,1.76,1,0
2022-03-15,15.02,13.54,10.15,10.58,27.38,74.51,0.81,26.3,100,0.96,1,0
2022-03-16,18.25,11.11,10.34,8.41,28.29,65.99,0.26,34.38,10,1.25,1,0
2022-03-17,0.07,7.02,11.23,3.71,27.09,52.59,0.57,32.37,50,0.89,0,0
2022-03-18,2.74,7.18,17.43,5.71,28.95,62.37,5.84,46.43,50,1.06,1,0
2022-03-19,18.73,12.64,18.35,8.39,27.24,62.25,2.91,36.16,50,0.76,0,0
2022-03-20,16.47,28.64,22.2,7.23,29.28,80.5,1.35,48.63,20,0.16,1,1
2022-03-21,50.74,29.56,24.79,15.0,30.8,92.65,10.75,37.53,20,0.08,1,1
2022-03-22,21.47,39.13,25.15,7.79,26.95,81.56,2.56,49.62,50,0.38,1,1
2022-03-23,45.17,28.28,22.72,15.0,28.15,82.9,0.19,41.62,20,0.58,1,1
2022-03-24,18.19,22.89,23.63,9.25,29.36,71.85,5.42,42.27,10,4.42,1,0
2022-03-25,5.31,8.39,18.59,4.77,27.59,60.36,3.72,34.88,20,1.89,2,0
2022-03-26,1.67,9.94,15.63,2.15,29.41,65.25,3.84,39.14,100,6.35,1,0
2022-03-27,22.84,13.34,10.13,12.26,29.62,65.34,5.89,42.52,20,0.83,1,0
2022-03-28,15.5,13.03,14.27,8.27,30.7,55.03,11.05,34.98,20,1.03,1,0
2022-03-29,0.74,7.64,15.0,5.44,27.34,56.42,9.58,34.3,100,2.54,2,0
2022-03-30,6.7,18.19,15.97,5.2,26.69,56.07,27.69,35.16,100,1.73,1,0
2022-03-31,47.13,21.41,14.02,15.0,27.98,90.95,7.29,43.71,20,1.5,1,1
2022-04-01,10.41,22.01,12.31,6.95,26.69,74.28,6.4,39.2,20,1.71,2,0
2022-04-02,8.5,9.36,13.19,5.79,29.78,57.24,2.4,42.51,50,1.75,1,0
2022-04-03,9.18,7.07,13.22,4.84,26.35,71.05,14.08,36.86,5,2.9,1,0
2022-04-04,3.51,6.53,6.61,6.32,33.36,66.51,1.52,32.84,50,2.21,1,0
2022-04-05,6.9,5.78,8.25,4.82,31.31,55.6,6.76,35.42,100,6.31,0,0
2022-04-06,6.93,4.88,8.18,3.37,28.77,61.51,5.47,38.62,20,5.91,1,0
2022-04-07,0.81,9.87,10.57,5.34,30.5,57.5,10.74,32.99,10,1.1,1,0
2022-04-08,21.89,10.26,14.14,9.46,25.51,74.68,24.96,42.5,5,0.07,1,1
2022-04-09,8.08,18.62,13.67,5.19,33.86,57.9,29.3,37.3,50,0.02,0,0
2022-04-10,25.9,20.83,14.97,9.15,27.65,72.46,1.84,23.96,20,0.26,2,0
2022-04-11,28.49,19.32,16.23,14.14,28.62,70.82,3.04,40.91,20,0.16,2,0
2022-04-12,3.57,16.04,17.65,3.02,25.17,64.15,16.69,30.7,20,0.93,1,0
2022-04-13,16.07,9.74,17.01,8.39,29.88,66.95,7.3,41.1,10,0.11,0,1
2022-04-14,9.59,19.16,15.74,7.47,26.71,62.12,6.03,40.8,50,1.96,2,0
2022-04-15,31.82,15.02,13.67,13.55,29.15,74.85,12.4,37.12,20,0.42,1,0
2022-04-16,3.65,17.49,13.91,4.52,27.88,72.0,9.21,38.28,50,1.44,2,0
2022-04-17,16.99,11.56,11.93,6.55,26.84,66.41,35.31,40.27,20,0.22,1,0
2022-04-18,14.04,12.09,12.82,6.74,27.41,61.81,8.77,32.65,10,3.52,2,0
2022-04-19,5.25,7.16,11.15,5.3,29.49,65.54,6.27,38.43,100,3.03,0,0
2022-04-20,2.2,7.76,11.44,3.22,26.5,60.38,7.83,40.39,50,0.98,0,0
2022-04-21,15.82,12.72,11.24,8.49,27.59,60.83,16.53,43.29,100,4.83,1,0
2022-04-22,20.13,13.88,10.31,10.36,30.44,81.22,9.48,28.59,10,0.41,1,0
2022-04-23,5.69,13.78,12.23,6.36,34.34,61.08,10.41,36.94,10,3.36,2,0
2022-04-24,15.53,9.59,12.4,6.69,30.11,65.87,35.56,30.15,50,1.58,2,0
2022-04-25,7.54,13.93,14.87,8.4,27.34,64.57,9.63,30.93,100,0.8,2,0
2022-04-26,18.73,9.87,12.72,10.04,28.47,78.02,4.78,36.88,100,0.18,1,0
2022-04-27,3.33,18.4,12.89,4.5,29.29,53.27,11.75,35.54,100,0.38,2,0
2022-04-28,33.14,13.85,10.8,14.75,28.55,77.95,10.77,40.05,5,3.97,1,0
2022-04-29,5.08,15.03,9.98,7.86,31.08,72.98,0.14,32.26,100,1.87,2,0
2022-04-30,6.88,4.29,8.85,3.84,29.73,64.08,6.3,32.87,100,0.54,1,0
2022-05-01,0.9,3.18,9.05,3.5,31.13,54.27,13.58,34.68,5,1.37,0,0
2022-05-02,1.77,4.52,8.18,1.18,28.71,57.79,6.91,28.96,20,0.23,2,0
2022-05-03,10.88,5.78,7.48,7.0,32.01,66.47,15.12,29.38,50,0.21,2,0
2022-05-04,4.67,14.21,7.52,5.34,29.05,68.99,5.99,38.59,10,4.77,2,0
2022-05-05,27.07,10.65,8.28,11.57,27.46,71.84,40.94,30.57,50,1.22,0,0
2022-05-06,0.22,11.48,8.07,2.78,33.78,64.24,3.47,39.14,100,0.9,2,0
2022-05-07,7.15,4.51,6.8,3.19,25.8,56.4,0.97,35.75,100,5.95,1,0
2022-05-08,6.17,4.54,7.27,5.8,28.0,55.87,5.62,25.17,200,1.02,1,0
2022-05-09,0.29,2.82,4.86,5.33,28.24,57.73,7.8,34.6,20,0.82,1,0
2022-05-10,1.99,3.43,5.94,3.39,34.53,68.19,4.29,34.99,20,0.64,2,0
2022-05-11,8.01,6.73,6.54,6.43,33.15,64.35,2.77,34.73,50,1.67,1,0
2022-05-12,10.18,8.65,7.6,4.67,32.55,66.54,11.15,32.33,20,1.63,0,0
2022-05-13,7.77,9.77,7.57,6.38,28.92,65.28,4.73,28.33,5,0.03,1,0
2022-05-14,11.36,10.9,8.63,6.43,34.46,71.22,9.98,40.18,50,2.12,2,0
2022-05-15,13.56,8.36,14.58,6.65,30.37,63.73,15.1,35.32,20,3.11,0,0
2022-05-16,0.15,7.69,14.69,2.63,31.61,63.52,14.31,31.46,5,1.91,1,0
2022-05-17,9.36,19.72,16.01,5.83,30.03,60.52,4.7,38.69,5,4.08,1,0
2022-05-18,49.66,23.33,15.18,15.0,29.6,94.74,8.39,32.36,200,0.65,1,1
2022-05-19,10.98,25.87,16.43,5.22,29.22,61.49,5.97,31.83,20,0.43,0,0
2022-05-20,16.98,11.19,19.59,8.12,29.32,64.08,20.46,35.96,20,2.39,2,0
2022-05-21,5.61,14.96,19.83,5.13,30.98,65.55,21.1,34.61,200,0.42,0,0
2022-05-22,22.31,16.72,20.73,8.87,30.52,71.55,4.21,33.73,20,0.19,1,0
2022-05-23,22.24,18.53,19.45,12.33,29.74,72.75,0.96,41.81,5,0.2,1,1
2022-05-24,11.05,29.75,17.06,5.79,32.85,66.66,1.83,36.26,50,2.93,1,0
2022-05-25,55.95,23.01,19.41,15.0,23.92,82.53,4.57,44.03,5,0.06,1,1
2022-05-26,2.01,19.41,19.75,2.93,30.89,69.07,8.31,33.63,5,0.68,2,0
2022-05-27,0.26,8.11,16.85,5.74,31.33,64.6,10.69,28.1,100,0.28,1,0
2022-05-28,22.06,15.67,15.93,10.78,32.21,77.82,4.03,37.12,20,2.81,1,0
2022-05-29,24.69,16.22,7.98,9.78,29.81,69.7,11.01,42.47,50,1.4,1,0
2022-05-30,1.92,10.41,8.43,5.4,30.38,63.04,27.76,36.03,50,0.46,1,0
2022-05-31,4.63,2.27,11.57,5.13,31.95,63.3,10.56,50.71,10,2.78,0,0
2022-06-01,0.27,3.37,9.99,3.89,32.99,65.77,1.73,35.66,50,2.78,2,0
2022-06-02,5.21,9.24,7.38,4.65,29.43,68.4,8.67,34.13,5,1.48,1,0
2022-06-03,22.25,12.8,8.1,9.28,30.58,72.09,7.81,22.46,20,0.65,1,0
2022-06-04,10.95,13.21,7.44,7.19,33.43,57.88,20.46,35.12,50,1.77,2,0
2022-06-05,6.42,8.11,8.17,4.77,25.84,72.11,4.31,34.11,10,5.42,2,0
2022-06-06,6.97,4.47,9.65,7.77,28.73,66.27,5.5,31.82,50,0.11,0,0
2022-06-07,0.02,4.11,14.31,1.98,33.07,56.97,9.13,35.04,5,0.62,1,0
2022-06-08,5.35,6.99,16.77,6.95,32.34,64.71,7.43,36.37,20,0.67,0,0
2022-06-09,15.6,25.27,15.9,8.05,31.22,60.24,12.69,35.46,50,2.0,2,1
2022-06-10,54.86,32.87,19.81,15.0,29.3,92.71,0.41,48.37,20,2.11,1,1
2022-06-11,28.17,27.79,23.08,12.95,28.46,66.73,8.29,37.38,100,0.46,0,1
2022-06-12,0.36,20.95,25.57,2.85,29.06,59.07,1.3,41.07,50,0.49,2,0
2022-06-13,34.32,19.2,24.65,14.83,33.36,78.38,3.79,37.84,200,5.27,1,0
2022-06-14,22.93,26.66,17.9,7.13,29.03,76.66,10.84,41.08,20,2.82,0,1
2022-06-15,22.74,18.29,14.65,9.46,30.51,71.9,1.71,36.74,200,5.44,1,0
2022-06-16,9.19,13.18,14.75,5.15,28.82,67.77,3.69,34.5,50,3.54,1,0
2022-06-17,7.61,7.4,10.4,4.28,32.03,63.67,12.14,24.53,50,1.03,2,0
2022-06-18,5.41,4.68,7.73,4.87,29.29,62.55,10.52,34.31,200,0.26,1,0
2022-06-19,1.02,3.44,5.9,4.27,30.2,60.94,0.95,30.81,50,1.99,1,0
2022-06-20,3.89,3.05,7.54,5.51,27.05,61.0,8.61,32.71,100,0.87,2,0
2022-06-21,4.25,6.02,7.82,5.06,27.21,53.69,1.59,27.22,50,1.11,1,0
2022-06-22,9.93,11.61,7.18,5.68,30.47,61.12,2.91,40.04,50,1.11,1,0
2022-06-23,20.64,13.4,13.81,10.14,27.83,71.54,6.15,39.81,20,5.51,0,0
2022-06-24,9.63,10.39,19.39,6.54,34.71,63.57,1.16,44.91,10,0.14,2,0
2022-06-25,0.89,19.33,22.08,4.89,26.39,59.67,50.59,44.57,50,0.43,2,0
2022-06-26,47.48,30.42,30.83,15.0,28.94,82.12,1.81,45.29,200,1.87,1,1
2022-06-27,42.9,37.81,29.57,15.0,30.59,77.13,15.2,36.12,100,4.3,1,1
2022-06-28,23.07,45.73,35.24,9.34,29.85,69.07,17.71,53.31,50,5.0,2,1
2022-06-29,71.21,35.36,35.28,15.0,28.39,94.07,51.96,39.48,50,1.64,1,1
2022-06-30,11.79,44.12,29.48,6.38,28.71,65.92,5.6,40.45,20,0.07,1,1
2022-07-01,49.36,20.78,23.9,15.0,28.66,86.65,20.72,43.09,10,0.9,1,1
2022-07-02,1.18,19.12,21.07,4.18,30.09,59.69,31.59,42.21,10,5.02,2,0
2022-07-03,6.83,3.95,11.22,6.41,34.59,58.27,1.9,37.35,5,1.39,2,0
2022-07-04,3.83,4.64,11.62,4.59,30.86,54.92,6.53,32.65,50,2.59,2,0
2022-07-05,3.27,3.13,7.83,4.5,33.09,74.62,0.62,30.1,100,0.63,2,0
2022-07-06,2.28,6.72,9.51,4.35,31.76,55.49,9.69,46.48,20,0.05,2,0
2022-07-07,14.61,13.23,8.87,7.26,32.99,64.71,8.71,33.35,5,1.73,0,1
2022-07-08,22.8,16.79,11.9,9.23,25.19,73.99,2.28,33.95,20,3.6,0,0
2022-07-09,12.95,12.71,13.6,5.28,30.2,68.28,15.99,31.87,20,9.26,2,0
2022-07-10,2.38,13.45,14.32,3.38,33.44,63.8,0.38,36.95,20,3.75,0,0
2022-07-11,25.0,14.18,14.64,11.57,29.7,70.29,16.41,36.85,20,1.61,2,0
2022-07-12,15.16,15.84,12.03,7.2,34.39,68.77,0.27,34.73,20,1.88,2,0
2022-07-13,7.37,13.12,11.09,5.43,33.86,63.99,10.7,36.34,200,3.48,1,0
2022-07-14,16.82,9.57,16.09,9.11,29.97,66.85,0.82,45.25,20,0.04,1,0
2022-07-15,4.51,9.23,13.25,5.48,29.92,63.48,2.89,32.33,100,6.06,0,0
2022-07-16,6.35,16.1,12.45,4.11,28.92,68.45,12.8,35.2,50,1.52,0,0
2022-07-17,37.42,16.31,16.13,15.0,29.71,78.6,3.29,33.21,20,6.08,2,0
2022-07-18,5.15,17.36,16.36,6.4,28.52,62.5,7.16,38.02,100,2.89,0,0
2022-07-19,9.52,15.93,15.86,5.0,31.87,70.1,24.68,33.5,50,0.33,2,0
2022-07-20,33.13,20.37,15.29,12.45,28.12,81.37,0.51,33.49,5,0.36,1,1
2022-07-21,18.45,17.51,9.96,10.46,32.26,77.15,16.66,26.69,5,0.87,2,0
2022-07-22,0.96,7.27,11.36,3.61,32.33,51.7,0.67,35.03,100,0.61,0,0
2022-07-23,2.39,1.16,11.27,1.55,27.77,65.72,1.36,36.66,20,1.16,1,0
2022-07-24,0.12,5.82,6.85,1.86,34.21,63.07,1.27,42.04,20,1.85,1,0
2022-07-25,14.95,7.99,11.0,7.69,32.16,63.05,51.33,36.75,10,1.15,0,0
2022-07-26,8.9,8.67,12.48,4.78,32.65,65.71,1.99,32.74,10,0.12,1,0
2022-07-27,2.16,19.53,12.73,3.65,29.65,66.34,22.71,28.29,100,7.43,2,0
2022-07-28,47.53,20.34,14.2,15.0,32.43,79.62,47.03,29.58,100,1.11,0,1
2022-07-29,11.31,21.0,14.51,8.65,33.46,67.87,4.84,29.32,50,3.81,1,0
2022-07-30,4.15,8.63,13.41,4.4,31.03,66.43,9.97,44.75,20,0.15,2,0
2022-07-31,10.42,10.55,13.78,7.91,35.25,59.85,15.1,36.95,200,3.32,2,0
2022-08-01,17.07,9.56,10.52,10.34,31.36,67.83,4.99,31.29,50,0.38,0,0
2022-08-02,1.19,7.69,10.22,5.58,33.57,62.1,1.77,29.29,100,2.28,0,0
2022-08-03,4.82,10.23,11.32,5.29,31.89,58.43,5.69,30.25,5,2.17,0,0
2022-08-04,24.67,12.91,11.05,8.55,32.5,67.94,14.78,31.37,20,4.81,1,0
2022-08-05,9.23,15.26,8.71,6.82,28.0,63.94,15.18,40.06,100,0.77,0,0
2022-08-06,11.86,9.87,8.93,8.32,32.11,69.94,2.62,33.42,20,0.23,1,0
2022-08-07,8.51,7.01,9.5,5.95,29.92,67.47,1.92,26.56,50,4.0,1,0
2022-08-08,0.67,3.97,6.48,5.8,29.71,56.03,25.33,44.14,50,0.81,1,0
2022-08-09,2.72,4.08,5.27,5.35,34.91,64.62,0.45,26.41,10,0.53,0,0
2022-08-10,8.85,5.03,7.55,6.84,31.02,60.24,13.27,30.07,100,1.33,1,0
2022-08-11,3.52,4.38,14.85,5.86,29.46,53.71,0.48,42.49,10,0.32,0,0
2022-08-12,0.77,10.71,18.13,4.13,30.76,58.55,18.2,39.33,50,0.7,1,0
2022-08-13,27.83,29.4,21.86,8.86,28.9,79.53,23.58,36.4,200,0.97,1,1
2022-08-14,59.6,37.02,21.19,15.0,34.39,93.08,3.53,32.32,200,0.65,0,1
2022-08-15,23.64,37.36,27.62,12.03,30.15,71.81,0.77,36.22,100,1.2,2,0
2022-08-16,28.84,18.88,27.98,11.18,32.62,72.34,6.55,36.66,50,0.97,1,0
2022-08-17,4.16,27.17,30.49,4.48,34.29,60.13,3.54,42.23,50,2.98,2,0
2022-08-18,48.52,18.66,33.25,15.0,30.6,84.8,5.4,44.26,50,5.01,1,1
2022-08-19,3.29,32.39,32.54,6.63,32.68,56.3,10.94,42.27,5,0.21,1,1
2022-08-20,45.37,42.53,36.93,15.0,29.57,80.95,2.36,44.58,10,3.47,1,1
2022-08-21,78.94,47.66,38.14,15.0,36.54,98.39,4.42,40.0,50,5.37,0,1
2022-08-22,18.66,52.39,31.85,9.27,33.54,62.57,15.26,44.21,5,2.32,0,1
2022-08-23,59.56,30.29,32.61,15.0,31.3,85.59,10.32,49.45,200,11.26,1,1
2022-08-24,12.64,25.57,28.06,8.03,30.16,68.37,3.95,40.41,20,0.82,1,1
2022-08-25,4.51,8.59,16.95,5.46,31.5,62.3,10.92,35.87,20,3.55,1,0
2022-08-26,8.62,8.88,16.37,7.06,31.07,62.76,14.5,36.96,20,2.24,1,0
2022-08-27,13.5,7.75,16.37,7.95,35.67,62.2,8.98,42.14,100,0.78,0,0
2022-08-28,1.14,9.75,15.02,7.36,29.33,68.45,2.74,31.53,200,2.44,2,0
2022-08-29,14.61,25.11,17.75,6.65,32.07,63.11,0.0,44.35,10,1.43,0,0
2022-08-30,59.59,25.79,21.62,15.0,31.78,91.05,16.24,40.76,100,0.42,1,1
2022-08-31,3.16,28.78,25.86,3.98,31.6,59.14,17.3,40.49,50,0.38,2,0
2022-09-01,23.6,20.84,32.6,8.7,31.64,71.98,11.96,49.11,50,2.5,0,0
2022-09-02,35.77,34.18,32.1,12.44,31.64,80.17,0.8,36.93,100,2.49,2,0
2022-09-03,43.16,42.42,31.69,15.0,33.64,74.73,8.8,45.29,10,1.51,0,1
2022-09-04,48.33,34.18,34.28,15.0,33.13,84.13,17.2,45.86,50,1.39,0,1
2022-09-05,11.06,38.73,31.28,5.67,32.77,71.48,4.94,37.84,20,0.4,1,0
2022-09-06,56.79,29.69,27.56,15.0,25.88,97.2,2.21,43.33,5,1.12,1,1
2022-09-07,21.24,26.89,24.11,9.26,32.56,69.97,8.86,41.06,10,4.1,1,0
2022-09-08,2.65,11.2,17.82,4.08,28.67,61.53,17.5,36.23,10,3.86,0,0
2022-09-09,9.72,10.46,18.43,7.49,33.29,75.92,0.5,41.69,50,2.16,0,0
2022-09-10,19.01,11.0,12.67,8.28,34.97,75.18,9.09,32.21,10,11.87,0,0
2022-09-11,4.26,12.87,10.02,4.46,30.18,59.04,10.31,35.36,50,4.47,1,0
2022-09-12,15.35,12.03,11.42,8.54,31.53,64.58,9.22,33.91,50,0.31,2,0
2022-09-13,16.48,11.5,13.2,6.11,30.87,73.02,10.5,32.21,200,1.02,1,0
2022-09-14,2.66,10.54,11.97,1.44,34.56,56.28,9.98,37.3,50,0.28,2,0
2022-09-15,12.49,12.43,11.38,7.66,32.3,71.68,1.4,33.51,200,1.26,0,0
2022-09-16,22.15,15.0,9.21,10.74,35.58,72.75,2.68,26.32,5,3.0,0,0
2022-09-17,10.36,10.9,7.8,9.09,32.97,67.77,9.65,24.12,50,0.34,1,0
2022-09-18,0.18,3.56,13.01,3.74,32.65,58.81,0.18,39.15,5,4.25,2,0
2022-09-19,0.14,2.31,11.78,4.52,32.31,56.92,10.07,28.61,50,1.68,2,0
2022-09-20,6.62,15.29,10.77,5.25,33.83,70.62,10.95,35.7,20,2.76,1,0
2022-09-21,39.09,16.54,9.83,15.0,28.74,78.31,2.73,34.21,50,0.09,1,0
2022-09-22,3.89,19.36,10.63,6.67,32.4,59.89,9.12,32.41,20,0.2,0,0
2022-09-23,15.09,7.58,14.65,5.48,32.11,67.15,7.64,45.64,10,1.94,1,0
2022-09-24,3.77,8.23,16.5,5.13,33.72,62.85,3.02,37.5,50,3.64,1,0
2022-09-25,5.82,12.62,11.13,7.81,31.91,57.76,6.22,38.23,200,4.14,2,0
2022-09-26,28.26,17.89,11.77,12.32,30.22,71.31,24.04,36.13,10,2.33,1,0
2022-09-27,19.58,16.45,9.68,11.35,32.33,66.7,5.56,32.72,200,0.45,2,0
2022-09-28,1.5,9.83,10.55,3.2,30.17,64.98,9.94,34.12,10,0.43,1,0
2022-09-29,8.4,3.45,12.04,5.98,28.5,59.77,0.36,42.11,50,4.26,2,0
2022-09-30,0.44,6.23,8.28,3.67,33.82,51.44,0.81,38.75,200,0.24,1,0
2022-10-01,9.83,8.86,6.21,3.79,33.54,55.08,0.85,42.24,10,2.32,1,0
2022-10-02,16.29,9.34,7.08,6.99,33.34,60.79,15.06,33.94,20,1.53,0,0
2022-10-03,1.89,7.77,11.28,2.75,35.02,67.75,4.31,30.13,20,1.09,1,0
2022-10-04,5.11,4.87,21.93,6.02,31.11,62.64,2.58,36.57,20,1.16,1,0
2022-10-05,7.61,16.84,20.63,6.83,29.59,66.31,13.76,32.31,100,5.81,2,0
2022-10-06,37.8,40.13,21.37,15.0,32.33,81.58,1.86,42.38,50,3.95,2,1
2022-10-07,74.98,37.82,22.09,15.0,31.79,97.77,2.83,35.91,200,4.0,1,1
2022-10-08,0.69,32.38,22.43,3.51,30.82,59.97,5.64,23.69,10,1.04,0,0
2022-10-09,21.47,9.71,24.35,11.38,32.36,75.96,4.03,52.06,50,0.23,2,0
2022-10-10,6.97,11.97,24.32,5.6,31.31,64.22,8.8,36.87,20,12.27,0,0
2022-10-11,7.48,11.83,20.07,5.81,28.88,70.73,4.12,35.14,200,0.31,2,0
2022-10-12,21.05,22.04,21.81,9.5,31.69,73.63,4.99,47.08,5,1.45,1,0
